query_robot,query_keyframe,candidate_robot,candidate_keyframe,accepted,reason,retrieval_sources,gt_distance_m,gt_within_10m,native_matches,native_inliers,rmse_m,overlap
Bob,36,Alpha,13,True,accepted,mapclosures,14.499852965352966,False,9,6,0.32420048310846017,0.6332002281802624
Bob,38,Carol,32,False,low_overlap,mapclosures,33.940304621477985,False,7,7,0.3469693984491141,0.2273808610237127
Bob,45,Carol,48,False,low_overlap,mapclosures,35.103167458862615,False,10,6,0.3478057366006906,0.21479039095619407
Bob,234,Carol,227,False,high_rmse,mapclosures,4.6420153473534205,True,9,7,0.36130630379831385,0.3115819400257226
Bob,237,Carol,229,False,high_rmse,mapclosures,2.1619388822242014,True,13,9,0.3803734181737212,0.38911812014826214
Bob,241,Carol,233,False,high_rmse,mapclosures,5.806753644670974,True,12,10,0.36327768647112185,0.574223700887199
Bob,244,Carol,235,False,high_rmse,mapclosures,9.357352227777142,True,11,8,0.3680124510440034,0.5267796610169492
Bob,247,Carol,229,False,high_rmse,mapclosures,6.300787506374304,True,16,14,0.36308627768534596,0.5259109028603399
Bob,249,Carol,227,False,high_rmse,mapclosures,6.273685929057682,True,13,9,0.3661345071860353,0.49252013808975836
Bob,255,Carol,224,False,high_rmse,mapclosures,7.463507845247802,True,9,8,0.368961754250195,0.4392503231365791
Bob,263,Carol,258,False,high_rmse,mapclosures,3.6765612980037696,True,9,7,0.3568919825624476,0.3787539220080681
Bob,266,Carol,245,False,mapclosures_no_pose,megaloc,10.613756275989108,False,16,2,,
Bob,269,Carol,259,True,accepted,mapclosures,2.1445820400624362,True,11,7,0.3463457935243886,0.4557522123893805
