sequence,i,j,i_stamp_ns,j_stamp_ns,branch,inter_robot,measured_distance_m,gt_distance_m,distance_error_m,distance_flag,rmse_m,overlap,native_inliers,acceptance_gate_violations,cycle_neighbours,cycle_inconsistent_neighbours,cycle_eligible,cycle_flag,cycle_translation_median_m,cycle_rotation_median_deg
Library 1,Alpha:408,Bob:420,1660900753570000000,1660900757221000000,mapclosures,True,2.6713149660286235,2.716935466476558,0.04562050044793464,False,0.33283197446125956,0.7826241639390921,14,,7,0,True,False,0.07651318819193151,0.11306708298697496
Library 1,Alpha:408,Carol:399,1660900753570000000,,mapclosures,True,3.907954989276071,4.131192478488148,0.2232374892120772,False,0.33978386886854695,0.6377946589396194,10,,0,0,False,,,
Library 1,Alpha:410,Bob:413,1660900755370000000,1660900751322000000,mapclosures,True,9.86664888276194,10.335126203950418,0.4684773211884785,False,0.3462554243048195,0.6057742782152231,6,,4,0,True,False,0.08363069360138195,0.15514901178794838
Library 1,Alpha:410,Bob:423,1660900755370000000,1660900759921000000,mapclosures+megaloc,True,1.9149442364590912,1.991524098933458,0.07657986247436677,False,0.3318600662127401,0.7878649635036497,13,,7,0,True,False,0.09303634566758842,0.16631281868029216
Library 1,Alpha:411,Bob:419,1660900756270000000,1660900756321000000,megaloc,True,5.873843125499243,6.330720088754363,0.4568769632551204,False,0.3398003691371027,0.6816211380994976,37,,7,0,True,False,0.10326591253847892,0.2537851711767943
Library 1,Alpha:411,Carol:402,1660900756270000000,,mapclosures,True,4.071098291041621,4.331653011926576,0.26055472088495524,False,0.3434952319538841,0.6034236804564908,8,,0,0,False,,,
Library 1,Alpha:412,Bob:422,,1660900759021000000,mapclosures+megaloc,True,3.795706605820849,4.321782906380245,0.5260763005593962,False,0.32799492212197945,0.6900584795321637,7,,0,0,False,,,
Library 1,Alpha:412,Bob:426,,1660900762621000000,mapclosures+megaloc,True,2.0020897014660473,1.898932197483679,0.10315750398236823,False,0.3219612073738107,0.7909112690679658,20,,0,0,False,,,
Library 1,Alpha:412,Carol:406,,1660900760031000000,mapclosures,True,2.119111725541117,2.2629799493733684,0.14386822383225129,False,0.33560636627223306,0.690915860014892,15,,0,0,False,,,
Library 1,Alpha:413,Bob:418,1660900758070000000,,mapclosures,True,8.695086604915558,9.158906646262793,0.4638200413472351,False,0.3477078614388519,0.6069535283993115,8,,0,0,False,,,
Library 1,Alpha:413,Bob:428,1660900758070000000,1660900764421000000,mapclosures+megaloc,True,2.701028051897775,2.4148173517303,0.28621070016747474,False,0.3183199542813748,0.7971224178120729,18,,6,0,True,False,0.06065475965461796,0.17099195338377507
Library 1,Alpha:413,Carol:409,1660900758070000000,1660900762731000000,mapclosures+megaloc,True,2.768377600679415,2.6055645945123618,0.1628130061670534,False,0.31872854516689764,0.6886879014287587,17,,0,0,False,,,
Library 1,Alpha:414,Carol:403,1660900758970000000,,mapclosures,True,6.1206889490552,6.3587895788285484,0.23810062977334834,False,0.349862597493215,0.5830377031598053,10,,0,0,False,,,
Library 1,Alpha:415,Bob:421,1660900759870000000,,megaloc,True,7.863229853803333,8.438559789541232,0.5753299357378987,False,0.34397446524760794,0.639267054235043,31,,0,0,False,,,
Library 1,Alpha:415,Bob:425,1660900759870000000,1660900761721000000,mapclosures+megaloc,True,3.6936897751462627,4.4129380941565,0.7192483190102372,False,0.33152269368318593,0.7528648128856479,12,,6,0,True,False,0.05392857100658012,0.19827176282317854
Library 1,Alpha:417,Bob:429,,1660900765321000000,mapclosures+megaloc,True,1.8883812324063707,2.8116931080921543,0.9233118756857837,False,0.334094309659168,0.8137209660052299,20,,0,0,False,,,
Library 1,Alpha:417,Bob:431,,1660900767121000000,mapclosures+megaloc,True,1.8670132743087537,2.2108575183968986,0.34384424408814485,False,0.32448604685780247,0.813224368499257,22,,0,0,False,,,
Library 1,Alpha:417,Bob:432,,1660900768021000000,mapclosures+megaloc,True,2.676718164866148,2.606165371295288,0.07055279357085986,False,0.31093522129770174,0.8057982218786239,22,,0,0,False,,,
Library 1,Alpha:418,Bob:425,1660900762570000000,1660900761721000000,megaloc,True,6.7812942451129805,7.4518031550422945,0.670508909929314,False,0.3419311815234335,0.6814402259177911,22,,5,0,True,False,0.08783433862956212,0.18223589038239196
Library 1,Alpha:418,Carol:408,1660900762570000000,,mapclosures,True,5.336076662546959,5.649189357034547,0.3131126944875877,False,0.3365698206043852,0.7009389988515842,11,,0,0,False,,,
Library 1,Alpha:419,Bob:434,,1660900769821000000,mapclosures+megaloc,True,2.5732671764748196,2.6239600163229464,0.05069283984812678,False,0.3326089993018556,0.8021515813313921,13,,0,0,False,,,
Library 1,Alpha:421,Bob:435,,1660900770722000000,mapclosures+megaloc,True,1.7289062304014962,2.223309939858558,0.4944037094570619,False,0.3196798922825622,0.806077694235589,20,,0,0,False,,,
Library 1,Alpha:422,Carol:415,,1660900768131000000,mapclosures,True,2.671292880213014,2.8807334211494378,0.20944054093642395,False,0.32138623424263213,0.7106650299660625,9,,0,0,False,,,
Library 1,Alpha:425,Bob:437,,1660900772521000000,mapclosures+megaloc,True,1.7749358718321897,2.793309711436636,1.0183738396044464,False,0.33498035694931316,0.8025497757141733,13,,0,0,False,,,
Library 1,Alpha:425,Carol:418,,1660900770731000000,megaloc,True,2.8491706281616076,3.050714429270347,0.20154380110873937,False,0.31704702318643024,0.6949264366299399,36,,0,0,False,,,
Library 1,Alpha:425,Carol:423,,1660900775531000000,megaloc,True,4.466554868191628,4.090618031240456,0.37593683695117264,False,0.332706933769245,0.655045256453235,12,,0,0,False,,,
Library 1,Alpha:426,Bob:438,,1660900773421000000,mapclosures+megaloc,True,1.801905443625828,2.771371130242778,0.9694656866169502,False,0.3304039614499426,0.7989159891598916,14,,0,0,False,,,
Library 1,Alpha:426,Carol:418,,1660900770731000000,mapclosures,True,3.5627247644552305,3.8313268977236787,0.2686021332684483,False,0.3361231989815592,0.689384442831695,7,,0,0,False,,,
Library 1,Alpha:427,Bob:433,1660900770670000000,,megaloc,True,7.843514490226319,8.581729703395299,0.7382152131689796,False,0.3418465819754421,0.6949070721699252,6,,0,0,False,,,
Library 1,Alpha:429,Bob:441,,1660900776121000000,mapclosures+megaloc,True,1.8751786437394733,2.725525064053878,0.8503464203144047,False,0.33848763099055684,0.7752450980392157,13,,0,0,False,,,
Library 1,Alpha:430,Bob:440,,1660900775221000000,mapclosures+megaloc,True,3.561608944069085,4.3495674145376855,0.7879584704686007,False,0.33918504743249234,0.7322211117090798,9,,0,0,False,,,
Library 1,Alpha:430,Carol:424,,1660900776631000000,mapclosures+megaloc,True,2.4401983262606626,2.5658566441707684,0.12565831791010584,False,0.33593725029064225,0.673037820252135,8,,0,0,False,,,
Library 1,Alpha:431,Bob:444,,1660900778822000000,mapclosures+megaloc,True,1.5154985778049475,2.1286603574833682,0.6131617796784208,False,0.3290346103501219,0.7904821737081829,14,,0,0,False,,,
Library 1,Alpha:433,Bob:440,1660900775971000000,1660900775221000000,megaloc,True,6.676407125850109,7.36159629126734,0.6851891654172304,False,0.34539650272693045,0.6672560928730683,22,,1,0,False,,0.07076502274554941,0.3824124903056096
Library 1,Alpha:434,Bob:443,,1660900777921000000,mapclosures+megaloc,True,4.575314892363926,5.278473790504165,0.7031588981402388,False,0.3393799150105767,0.7148882987033276,8,,0,0,False,,,
Library 1,Alpha:434,Bob:446,,1660900780622000000,mapclosures+megaloc,True,1.9086603075308164,2.6317158673174124,0.723055559786596,False,0.33291436736571933,0.7798113810741688,14,,0,0,False,,,
Library 1,Alpha:434,Bob:449,,1660900783322000000,mapclosures+megaloc,True,2.806238242603167,2.751782730132467,0.05445551247070002,False,0.32402571702931665,0.8006707369507267,7,,0,0,False,,,
Library 1,Alpha:434,Carol:430,,1660900782531000000,mapclosures+megaloc,True,2.5824873881906028,2.4067917158799546,0.1756956723106482,False,0.3374799281845816,0.6673123486682808,6,,0,0,False,,,
Library 1,Alpha:435,Bob:447,,1660900781522000000,mapclosures+megaloc,True,1.9867713730632905,2.6693854684346197,0.6826140953713291,False,0.33409605922784286,0.770684620376379,10,,0,0,False,,,
Library 1,Alpha:438,Bob:450,,1660900784222000000,mapclosures+megaloc,True,1.9439855235424572,2.5638165464876836,0.6198310229452264,False,0.332276868966379,0.8044174967518406,14,,0,0,False,,,
Library 1,Alpha:438,Carol:429,,1660900781531000000,mapclosures,True,4.564543700030695,4.852057898637357,0.2875141986066616,False,0.34049950251919864,0.6452597314525973,7,,0,0,False,,,
Library 1,Alpha:438,Carol:435,,1660900786831000000,mapclosures,True,3.14387322390492,2.8674089920598878,0.2764642318450323,False,0.33300342123235976,0.6673844290424601,8,,0,0,False,,,
Library 1,Alpha:440,Bob:453,,1660900786922000000,mapclosures+megaloc,True,1.7391913705631574,2.105110260582803,0.3659188900196457,False,0.3422139907713959,0.8017451128450374,12,,0,0,False,,,
Library 1,Alpha:441,Bob:452,,1660900786022000000,mapclosures+megaloc,True,2.7383274635371997,3.308848646622352,0.5705211830851522,False,0.34523030306907554,0.7882323317105926,9,,0,0,False,,,
Library 1,Alpha:441,Carol:433,,1660900785131000000,megaloc,True,3.752567081026044,4.014807558103401,0.262240477077357,False,0.3342036166866688,0.6638005159071367,27,,0,0,False,,,
Library 1,Alpha:441,Carol:438,,1660900789531000000,mapclosures,True,3.116464604676976,2.8520118218627575,0.2644527828142187,False,0.34362091863037325,0.6927304704675362,8,,0,0,False,,,
Library 1,Alpha:442,Bob:455,,1660900788722000000,mapclosures+megaloc,True,1.5685957249137719,1.997314994930364,0.42871927001659205,False,0.3329272504258095,0.8095634095634096,8,,0,0,False,,,
Library 1,Alpha:444,Bob:450,1660900785871000000,1660900784222000000,mapclosures,True,7.743351539412641,8.269853406013372,0.5265018666007304,False,0.34698834666338496,0.6906517501483177,7,,2,0,False,,0.049775914916666775,0.2428629764198063
Library 1,Alpha:445,Bob:456,,1660900789622000000,mapclosures+megaloc,True,2.643757193508466,3.2022375149817726,0.5584803214733065,False,0.338043509229477,0.793363749481543,12,,0,0,False,,,
Library 1,Alpha:445,Bob:458,,1660900791422000000,mapclosures+megaloc,True,1.6354315102427093,1.9564196093589674,0.32098809911625814,False,0.32683908924969207,0.820763723150358,11,,0,0,False,,,
Library 1,Alpha:445,Carol:436,,1660900787731000000,mapclosures+megaloc,True,4.686262817648135,5.016012158491493,0.3297493408433576,False,0.34269240476180834,0.6630471211207185,6,,0,0,False,,,
Library 1,Alpha:445,Carol:439,,1660900790431000000,mapclosures+megaloc,True,2.1987377491546463,2.3961009001597873,0.197363151005141,False,0.34450666469154,0.6919892512165008,10,,0,0,False,,,
Library 1,Alpha:445,Carol:442,,1660900792931000000,mapclosures+megaloc,True,2.9209370471501623,2.644025219408568,0.2769118277415945,False,0.33887875076631013,0.691122114512867,8,,0,0,False,,,
Library 1,Alpha:446,Bob:459,,1660900792322000000,mapclosures,True,1.7034510711816568,1.999027279001886,0.2955762078202291,False,0.3294713735555908,0.8313053555169274,15,,0,0,False,,,
Library 1,Alpha:447,Carol:444,,1660900794831000000,mapclosures,True,2.977528572642127,2.655422913564304,0.32210565907782307,False,0.3337584422221829,0.6682003417904562,10,,0,0,False,,,
Library 1,Alpha:448,Bob:462,,1660900795022000000,mapclosures,True,2.3107370655352417,2.1566275203318552,0.1541095452033865,False,0.32396717182234236,0.8064689612784266,11,,0,0,False,,,
Library 1,Alpha:448,Carol:441,,1660900792131000000,mapclosures,True,2.781537660463197,3.0477390626577994,0.2662014021946022,False,0.3449372450937999,0.6963172804532578,10,,0,0,False,,,
Library 1,Alpha:450,Bob:457,1660900791171000000,,mapclosures,True,6.624278123628015,7.059026039856068,0.4347479162280532,False,0.3480622730600082,0.7211164856078027,7,,0,0,False,,,
Library 1,Alpha:450,Carol:448,1660900791171000000,1660900798231000000,mapclosures+megaloc,True,3.74032385908663,3.3821856915978232,0.35813816748880667,False,0.3396005219488368,0.7106011507175451,6,,1,0,False,,0.10131047296721186,0.5381172450368997
Library 1,Alpha:451,Carol:445,,1660900795731000000,mapclosures+megaloc,True,2.030285650100948,2.1792468410838164,0.14896119098286853,False,0.34848564157235173,0.7151170393618412,11,,0,0,False,,,
Library 1,Alpha:451,Carol:448,,1660900798231000000,mapclosures+megaloc,True,2.8353338522923655,2.5066300906843315,0.32870376160803394,False,0.3351269654201282,0.7249520534356193,6,,0,0,False,,,
Library 1,Alpha:453,Bob:459,1660900793871000000,1660900792322000000,mapclosures,True,7.669920386360665,8.141440169489629,0.47151978312896414,False,0.34872857046714795,0.6902165446331204,6,,2,0,False,,0.06605186835564578,0.3165326521385189
Library 1,Alpha:453,Bob:465,1660900793871000000,1660900797722000000,mapclosures,True,2.266217095333983,2.512885822670523,0.24666872733654,False,0.3270786458682277,0.8087091757387247,10,,2,0,False,,0.08830669550433237,0.45905697457577455
Library 1,Alpha:454,Bob:468,,1660900800422000000,mapclosures,True,2.410124712256374,2.4276818716459525,0.01755715938957847,False,0.34883916766689077,0.8002255639097744,18,,0,0,False,,,
Library 1,Alpha:454,Carol:451,,1660900800932000000,megaloc,True,2.92837481980499,2.4899328372806107,0.43844198252437927,False,0.3441637955131579,0.7073637911464246,28,,0,0,False,,,
Library 1,Alpha:457,Carol:451,,1660900800932000000,mapclosures,True,2.182772300623922,2.3103853039988405,0.12761300337491832,False,0.3442814524225082,0.6955874006810443,9,,0,0,False,,,
Library 1,Alpha:458,Bob:467,,1660900799522000000,megaloc,True,4.636554814319427,5.0226130469275425,0.3860582326081152,False,0.3475939862003693,0.765506573859242,16,,0,0,False,,,
Library 1,Alpha:458,Carol:454,,1660900803531000000,mapclosures+megaloc,True,2.162873426836667,1.9043796086586788,0.25849381817798833,False,0.3478987772868489,0.6995153473344103,6,,0,0,False,,,
Library 1,Alpha:459,Bob:471,,1660900803022000000,mapclosures,True,2.303143220187851,2.439023202579906,0.1358799823920549,False,0.3327575579948412,0.8074324324324325,16,,0,0,False,,,
Library 1,Alpha:460,Bob:474,1660900800171000000,1660900805723000000,mapclosures,True,2.663789319182958,2.3304360581839973,0.33335326099896045,False,0.33506323067894267,0.8088570498209052,11,,1,0,False,,0.07329646138515734,0.38836210740851446
Library 1,Alpha:460,Carol:450,1660900800171000000,,mapclosures,True,5.796214644326274,6.111155530735001,0.31494088640872686,False,0.34468967933814804,0.6592300367296966,6,,0,0,False,,,
Library 1,Alpha:460,Carol:454,1660900800171000000,1660900803531000000,mapclosures,True,2.1712524322068254,2.4217281025122728,0.2504756703054474,False,0.33977012980550697,0.6947361335487345,13,,1,0,False,,0.10131047296721186,0.5381172450368997
Library 1,Alpha:461,Carol:457,,1660900806231000000,mapclosures,True,2.139712778989271,1.8947884889371633,0.2449242900521078,False,0.3349786602288467,0.718876907996079,10,,0,0,False,,,
Library 1,Alpha:463,Bob:471,,1660900803022000000,megaloc,True,5.796976462826029,5.9987778351912135,0.20180137236518458,False,0.3387181662244861,0.7539158476658476,25,,0,0,False,,,
Library 1,Alpha:463,Carol:458,,1660900807231000000,mapclosures+megaloc,True,1.8320672330214527,1.8318728792621535,0.00019435375929921506,False,0.3396248676558581,0.7159170519826258,7,,0,0,False,,,
Library 1,Alpha:464,Bob:477,,1660900808424000000,mapclosures,True,2.804529401533962,2.2551163634763705,0.5494130380575917,False,0.34561434616859016,0.8034020281321557,9,,0,0,False,,,
Library 1,Alpha:466,Bob:480,,1660900811124000000,mapclosures,True,3.1491603184652375,2.6178583732771727,0.5313019451880647,False,0.3397644094651801,0.768647591098068,9,,0,0,False,,,
Library 1,Alpha:467,Bob:3,1660900806471000000,,mapclosures,True,3.188185594464925,6.206367256971762,3.018181662506837,True,0.3417675480742773,0.640446608462055,7,,0,0,False,,,
Library 1,Alpha:472,Bob:10,1660900810971000000,,mapclosures,True,3.5375136345873908,,,,0.33409311592224833,0.7667354060913706,7,,0,0,False,,,
Library 1,Alpha:472,Bob:14,1660900810971000000,1660900403119000000,megaloc,True,6.501680271011318,,,,0.33481996486138316,0.6709232233502538,9,,6,0,True,False,0.08594997659445758,0.48480202329406363
Library 1,Alpha:473,Bob:486,,1660900816823000000,mapclosures,True,2.7747754540199447,,,,0.33060112256103774,0.790931787066119,6,,0,0,False,,,
Library 1,Alpha:475,Bob:12,1660900813671000000,1660900401618000000,megaloc,True,2.2290633633060954,,,,0.33541278578184347,0.7329528386902974,14,,7,0,True,False,0.070504830325223,0.6277458755247759
Library 1,Alpha:476,Bob:12,1660900814571000000,1660900401618000000,mapclosures+megaloc,True,2.03062600762862,,,,0.3387910370680094,0.7470524356189885,7,,7,0,True,False,0.07182093740449552,0.6499857643401392
Library 1,Alpha:476,Carol:15,1660900814571000000,,megaloc,True,2.198975204822429,,,,0.3406957890025156,0.6773961517712641,18,,0,0,False,,,
Library 1,Alpha:477,Carol:474,1660900815471000000,1660900821431000000,mapclosures,True,3.1032084529855823,,,,0.33264986407558855,0.7015101000196117,8,,0,0,False,,,
Library 1,Alpha:478,Bob:16,1660900816371000000,1660900404819000000,megaloc,True,2.805109741395462,,,,0.33209054168925506,0.7343701640359022,19,,8,0,True,False,0.08082939062870237,0.5324843591563511
Library 1,Alpha:478,Carol:17,1660900816371000000,1660900404927000000,mapclosures+megaloc,True,2.1436620333538836,,,,0.33405841040855055,0.724061335626254,6,,0,0,False,,,
Library 1,Alpha:479,Bob:17,1660900817271000000,1660900405719000000,mapclosures+megaloc,True,2.6932414973537004,,,,0.3350368852276773,0.7366542133665421,11,,8,0,True,False,0.07990267510635843,0.6128664010476124
Library 1,Alpha:481,Bob:23,1660900819071000000,1660900410918000000,megaloc,True,5.8570942332229485,,,,0.3373999539151402,0.6621410879735804,15,,8,0,True,False,0.11481807030405869,0.6696968627153667
Library 1,Alpha:482,Bob:20,1660900819971000000,1660900408418000000,mapclosures,True,2.1987204996428393,,,,0.3099911095791104,0.773960739030023,8,,8,0,True,False,0.07073579849940106,0.5409619350762809
Library 1,Alpha:484,Bob:23,1660900822871000000,1660900410918000000,megaloc,True,3.0480715638574467,,,,0.3034665136396642,0.8209378733572282,28,,7,0,True,False,0.11709832453955742,0.7836803931311678
Library 1,Alpha:485,Bob:23,1660900824871000000,1660900410918000000,megaloc,True,3.0583017919277586,,,,0.31775824045397144,0.7674687644608977,26,,5,0,True,False,0.0607114555091263,0.6501849343124326
Library 1,Bob:0,Bob:476,1660900388819000000,1660900807523000000,megaloc,False,2.769529811410088,5.810416572475613,3.040886761065525,True,0.30829188006487934,0.3239329268292683,8,,0,0,False,,,
Library 1,Bob:2,Bob:479,1660900392820000000,1660900810224000000,megaloc,False,0.32075233620958504,3.945243367468378,3.624491031258793,True,0.320974372087956,0.6490286298568507,27,,0,0,False,,,
Library 1,Bob:2,Bob:482,1660900392820000000,1660900812924000000,mapclosures+megaloc,False,3.052359671217823,3.4416525816563754,0.3892929104385523,False,0.33910351311249104,0.6611461619348055,10,,0,0,False,,,
Library 1,Bob:3,Bob:479,,1660900810224000000,mapclosures+megaloc,False,1.3893906277833756,4.609738598221644,3.2203479704382683,True,0.3232542597453784,0.7206884798909339,7,,0,0,False,,,
Library 1,Bob:5,Bob:482,1660900395520000000,1660900812924000000,mapclosures+megaloc,False,0.2509932133962591,4.0077254226489885,3.7567322092527293,True,0.31489812757451274,0.8646161934805467,10,,0,0,False,,,
Library 1,Bob:6,Bob:485,,1660900815824000000,mapclosures+megaloc,False,1.87245055170994,3.2671547773026295,1.3947042255926896,False,0.31936644393607366,0.8707999669776273,10,,0,0,False,,,
Library 1,Bob:8,Bob:485,1660900398219000000,1660900815824000000,mapclosures+megaloc,False,0.3221940268783819,3.800305019117541,3.4781109922391593,True,0.29425134058805236,0.9116651531412532,9,,0,0,False,,,
Library 1,Bob:8,Bob:488,1660900398219000000,1660900818723000000,megaloc,False,2.7939730284273945,,,,0.3144757157199439,0.8361033404640448,16,,0,0,False,,,
Library 1,Bob:8,Carol:11,1660900398219000000,1660900398827000000,mapclosures,True,4.975672942896888,7.996682606968083,3.0210096640711948,True,0.33904254596904676,0.607607410327158,13,,1,0,False,,0.1689946292285502,1.062577480181281
Library 1,Bob:9,Carol:10,1660900399119000000,,mapclosures,True,5.5724116845842495,,,,0.3470662024236295,0.604648002174504,10,,0,0,False,,,
Library 1,Bob:11,Bob:488,1660900400719000000,1660900818723000000,mapclosures,False,0.6015023042932803,,,,0.29290392211441807,0.9052488615482943,12,,0,0,False,,,
Library 1,Bob:12,Carol:12,1660900401618000000,,mapclosures,True,5.101868029364615,,,,0.34790755773661736,0.534711964549483,6,,0,0,False,,,
Library 1,Bob:13,Bob:491,,1660900821424000000,mapclosures,False,1.6881860254398495,,,,0.317291114743267,0.8792621087602728,8,,0,0,False,,,
Library 1,Bob:13,Carol:17,,1660900404927000000,mapclosures,True,4.595892334876032,,,,0.34735489368776595,0.5882057896245343,11,,0,0,False,,,
Library 1,Bob:14,Bob:491,1660900403119000000,1660900821424000000,megaloc,False,1.039827145734555,,,,0.3111307362206478,0.8964539007092198,35,,0,0,False,,,
Library 1,Bob:14,Bob:494,1660900403119000000,1660900824222000000,mapclosures,False,3.4993138195452245,,,,0.31871368937463035,0.7170212765957447,7,,0,0,False,,,
Library 1,Bob:15,Bob:494,,1660900824222000000,megaloc,False,2.5415855297346943,,,,0.3161642342295733,0.766902326858398,16,,0,0,False,,,
Library 1,Bob:16,Carol:12,1660900404819000000,,mapclosures,True,8.058206512655852,,,,0.3294332124453889,0.5027369884438265,7,,0,0,False,,,
Library 1,Bob:17,Bob:496,1660900405719000000,1660900826222000000,megaloc,False,2.530970540341378,,,,0.30499071652415727,0.7266018850003653,18,,0,0,False,,,
Library 1,Bob:17,Bob:498,1660900405719000000,1660900829322000000,megaloc,False,3.9136570880249777,,,,0.30313968688124354,0.6148169796156937,7,,0,0,False,,,
Library 1,Bob:18,Carol:19,,1660900406927000000,mapclosures,True,4.534937300171885,,,,0.34635758632819275,0.619527749052051,10,,0,0,False,,,
Library 1,Bob:18,Carol:22,,1660900409827000000,mapclosures,True,4.411245660697966,,,,0.3465756240327344,0.5981018119068162,6,,0,0,False,,,
Library 1,Bob:19,Carol:19,1660900407519000000,1660900406927000000,mapclosures,True,4.940877644083194,,,,0.31626182834232475,0.6041882109617374,8,,6,0,True,False,0.09609034211886086,0.4635480722509876
Library 1,Bob:22,Bob:496,1660900410018000000,1660900826222000000,mapclosures,False,3.4007993027338648,,,,0.3037080788961349,0.7593347725273847,7,,0,0,False,,,
Library 1,Bob:22,Carol:22,1660900410018000000,1660900409827000000,mapclosures,True,4.422391143446105,,,,0.3178849612376913,0.6006902502157032,7,,7,0,True,False,0.055231160711660586,0.2970537465367757
Library 1,Bob:23,Carol:24,1660900410918000000,1660900411827000000,mapclosures,True,3.775009051498445,,,,0.34181769263350015,0.6209417703890678,9,,7,0,True,False,0.06533274395566663,0.2225546115393095
Library 1,Bob:24,Bob:499,,1660900831322000000,mapclosures+megaloc,False,3.921645362333447,,,,0.31132304818239104,0.6432915921288014,8,,0,0,False,,,
Library 1,Bob:25,Carol:24,1660900412619000000,1660900411827000000,mapclosures,True,5.146208956971545,,,,0.3150724266713667,0.6438332317869266,8,,7,0,True,False,0.06533274395566663,0.2970537465367757
Library 1,Bob:26,Carol:26,1660900413519000000,1660900413827000000,mapclosures,True,4.3801455886329395,,,,0.3487038593328524,0.6565125159100551,10,,8,0,True,False,0.07036380480186262,0.2975235659534924
Library 1,Bob:28,Carol:27,1660900415319000000,1660900414827000000,mapclosures,True,5.136968844234797,,,,0.31621715987713717,0.6454700854700854,8,,9,0,True,False,0.08454325788009318,0.5333044635189595
Library 1,Bob:29,Carol:32,1660900416219000000,1660900419827000000,mapclosures,True,3.487340988059222,,,,0.3456652655091444,0.6683377308707124,10,,9,0,True,False,0.08280381332315172,0.5268231324808129
Library 1,Bob:31,Carol:25,1660900418019000000,1660900412827000000,mapclosures,True,9.81653894066739,,,,0.32170994058933233,0.5287926235212248,6,,7,0,True,False,0.16746864327820288,0.8402817548505649
Library 1,Bob:34,Carol:35,1660900420719000000,1660900422627000000,mapclosures,True,3.6754460446378596,,,,0.34180091195778944,0.6211373048741637,10,,13,0,True,False,0.08555397817435839,0.17075816997550705
Library 1,Bob:38,Carol:38,1660900423818000000,1660900425327000000,mapclosures,True,2.460416698488924,,,,0.3317660622827461,0.638199118124855,13,,12,0,True,False,0.07638585879338916,0.1971152903152677
Library 1,Bob:40,Carol:36,1660900424818000000,1660900423527000000,mapclosures,True,5.665880476153782,,,,0.34024213608965903,0.6200455223294875,6,,12,0,True,False,0.11632058821930058,0.19600250687834375
Library 1,Bob:41,Carol:40,,1660900427027000000,mapclosures+megaloc,True,2.3880967674854734,,,,0.33147731014607146,0.698237885462555,7,,0,0,False,,,
Library 1,Bob:41,Carol:41,,1660900427927000000,mapclosures+megaloc,True,1.3158864705808793,,,,0.32230712716234167,0.7164110074770678,12,,0,0,False,,,
Library 1,Bob:42,Carol:39,1660900426518000000,1660900426127000000,mapclosures+megaloc,True,4.4836565068076855,,,,0.31283986814897247,0.6544546850998464,6,,14,0,True,False,0.08091586649027846,0.18351040112468836
Library 1,Bob:42,Carol:43,1660900426518000000,1660900429727000000,mapclosures+megaloc,True,0.2518964766286177,,,,0.32383202798153815,0.7190371991247265,7,,14,0,True,False,0.05420085139747961,0.13473358297299332
Library 1,Bob:43,Carol:39,1660900427418000000,1660900426127000000,mapclosures+megaloc,True,5.598024418383912,,,,0.313216527716787,0.6465437788018433,9,,14,0,True,False,0.07924659488295313,0.1594462244714639
Library 1,Bob:43,Carol:44,1660900427418000000,1660900430627000000,mapclosures+megaloc,True,0.26107160161071735,,,,0.3226281356100018,0.712070714389219,22,,14,0,True,False,0.06546991198468219,0.1477886159527506
Library 1,Bob:45,Carol:42,1660900429218000000,1660900428827000000,mapclosures+megaloc,True,4.530062593490987,,,,0.3056224366112614,0.706252713851498,8,,16,0,True,False,0.05600351531354117,0.11214757879535586
Library 1,Bob:45,Carol:46,1660900429218000000,1660900432427000000,mapclosures+megaloc,True,0.38264031952816613,,,,0.3255869828407138,0.7198164186838404,21,,16,0,True,False,0.07229724905326664,0.13416919010604123
Library 1,Bob:46,Carol:43,1660900430118000000,1660900429727000000,mapclosures+megaloc,True,4.541680744815469,,,,0.31466687104498375,0.6528811086797958,16,,16,0,True,False,0.05563866557022623,0.19361147384370958
Library 1,Bob:47,Carol:47,,1660900433327000000,mapclosures+megaloc,True,1.231042399127483,,,,0.34139562312593164,0.6949640287769784,26,,0,0,False,,,
Library 1,Bob:48,Carol:49,1660900431918000000,1660900435127000000,mapclosures+megaloc,True,0.35428213689432125,,,,0.33792425456366965,0.7103396478344322,13,,14,0,True,False,0.03891156886148692,0.14396733766182518
Library 1,Bob:49,Carol:46,1660900432818000000,1660900432427000000,mapclosures,True,4.46569171760458,,,,0.3081223450240344,0.6714042490191724,16,,15,0,True,False,0.04610952980391777,0.18978784834887574
Library 1,Bob:49,Carol:50,1660900432818000000,1660900436027000000,mapclosures+megaloc,True,0.4556944749047323,,,,0.3299991790585312,0.6940176040578845,22,,13,0,True,False,0.04718287993532068,0.13869916539744
Library 1,Bob:51,Carol:48,1660900434618000000,1660900434227000000,mapclosures+megaloc,True,4.418789740499901,,,,0.3371240055183745,0.6946071674707098,7,,13,0,True,False,0.06302359822850814,0.11547766520786588
Library 1,Bob:52,Carol:47,1660900435518000000,1660900433327000000,mapclosures,True,6.653368082671847,,,,0.3318490908935581,0.6788827761320355,10,,13,0,True,False,0.05931115850529394,0.13145368107974398
Library 1,Bob:55,Carol:51,1660900437818000000,1660900436927000000,mapclosures,True,5.1322621222987195,,,,0.3359663903048139,0.6446377208601561,17,,9,0,True,False,0.055540582856792337,0.128941828508735
