sequence,i,j,i_stamp_ns,j_stamp_ns,branch,inter_robot,measured_distance_m,gt_distance_m,distance_error_m,distance_flag,rmse_m,overlap,native_inliers,acceptance_gate_violations,cycle_neighbours,cycle_inconsistent_neighbours,cycle_eligible,cycle_flag,cycle_translation_median_m,cycle_rotation_median_deg
Library 1,Bob:56,Carol:52,1660900438418000000,1660900437727000000,mapclosures+megaloc,True,4.937409641751589,,,,0.30228676206644534,0.6516064922159656,16,,9,0,True,False,0.1028301729587939,0.17053944179498284
Library 1,Bob:59,Carol:54,1660900440318000000,,mapclosures+megaloc,True,4.9076189859740476,,,,0.33169513703760206,0.6384968684759916,13,,0,0,False,,,
Library 1,Bob:60,Carol:55,1660900441118000000,,mapclosures+megaloc,True,4.658358462175858,,,,0.3294536882808846,0.649339654588554,14,,0,0,False,,,
Library 1,Bob:62,Carol:57,1660900442518000000,,mapclosures,True,4.799584906756871,,,,0.33466007057076697,0.6269887066194049,13,,0,0,False,,,
Library 1,Bob:63,Carol:55,1660900443218000000,,mapclosures+megaloc,True,6.770322814948922,,,,0.3335014664632574,0.6018455807653234,10,,0,0,False,,,
Library 1,Bob:66,Carol:57,1660900444918000000,,mapclosures,True,6.622708218924656,,,,0.33750251797572345,0.5931909982688979,10,,0,0,False,,,
Library 1,Bob:68,Carol:61,1660900446418000000,,mapclosures+megaloc,True,4.826095727258677,4.174142802024081,0.6519529252345961,False,0.3361744854306743,0.5603731343283582,10,,0,0,False,,,
Library 1,Bob:69,Carol:61,1660900447318000000,,mapclosures+megaloc,True,4.917289994428192,4.289608371183492,0.6276816232446993,False,0.3463735497925791,0.5822388059701492,12,,0,0,False,,,
Library 1,Bob:71,Carol:63,1660900449118000000,,mapclosures+megaloc,True,4.576898740465909,3.866586969659828,0.7103117708060811,False,0.3426079540197702,0.5880671668453019,9,,0,0,False,,,
Library 1,Bob:72,Carol:61,1660900450018000000,,mapclosures+megaloc,True,6.399161762713258,5.925236000823376,0.4739257618898822,False,0.3452786855820013,0.5679850746268656,15,,0,0,False,,,
Library 1,Bob:74,Carol:67,1660900451818000000,,mapclosures+megaloc,True,4.3039098286632935,3.559542746981994,0.7443670816812995,False,0.3490348233290565,0.5319218507316276,10,,0,0,False,,,
Library 1,Bob:75,Carol:66,1660900452718000000,,mapclosures+megaloc,True,4.710745131289765,4.0721502979089985,0.6385948333807665,False,0.3406587071361764,0.5968659915736566,15,,0,0,False,,,
Library 1,Bob:81,Carol:73,1660900458018000000,,mapclosures,True,4.836228913251479,4.2091755428575475,0.6270533703939316,False,0.3419080516827793,0.5625045032062829,14,,0,0,False,,,
Library 1,Bob:84,Carol:75,1660900460719000000,,mapclosures,True,6.215883599527904,5.538839061738224,0.6770445377896799,False,0.3444650878610623,0.47881122729774356,11,,0,0,False,,,
Library 1,Bob:87,Carol:80,1660900463319000000,,mapclosures+megaloc,True,6.268789754598318,5.52598457445336,0.7428051801449582,False,0.3387864271707248,0.5529487385505383,13,,0,0,False,,,
Library 1,Bob:89,Carol:81,1660900465119000000,,mapclosures+megaloc,True,6.440302512314018,5.793795498359065,0.6465070139549525,False,0.33812760443069734,0.5659908042511494,10,,0,0,False,,,
Library 1,Bob:90,Carol:82,1660900465919000000,,mapclosures+megaloc,True,6.378210987672651,5.848664356639582,0.5295466310330692,False,0.3387506322053739,0.5423084893278994,15,,0,0,False,,,
Library 1,Bob:92,Carol:81,1660900467719000000,,mapclosures+megaloc,True,7.765399417251668,7.317203162300015,0.44819625495165294,False,0.3387315969062267,0.5475239315595085,7,,0,0,False,,,
Library 1,Bob:93,Carol:80,1660900468619000000,,mapclosures+megaloc,True,9.297218271257943,8.954249117194065,0.3429691540638782,False,0.34366103720749136,0.516872890888639,11,,0,0,False,,,
Library 1,Bob:95,Carol:81,1660900470419000000,,mapclosures+megaloc,True,10.138386516562045,9.866874452693168,0.2715120638688777,False,0.3462105573235609,0.5246099344237583,7,,0,0,False,,,
Library 1,Bob:96,Carol:87,1660900471219000000,,mapclosures,True,6.767941645679492,6.264694957688708,0.5032466879907833,False,0.3387665996994454,0.5516414330685054,11,,0,0,False,,,
Library 1,Bob:98,Carol:89,1660900473019000000,,mapclosures+megaloc,True,6.778689739700984,6.228310248248643,0.5503794914523406,False,0.33390260180389664,0.5874314704197693,9,,0,0,False,,,
Library 1,Bob:99,Carol:90,1660900473919000000,,mapclosures+megaloc,True,6.767317748485909,6.211653402302072,0.5556643461838373,False,0.33213815937925717,0.5978423497913221,11,,0,0,False,,,
Library 1,Bob:104,Carol:93,1660900478419000000,,megaloc,True,7.720513345944866,7.303792508890172,0.41672083705469376,False,0.3335241273622587,0.5723300583113667,11,,0,0,False,,,
Library 1,Bob:105,Carol:93,1660900479319000000,,mapclosures+megaloc,True,8.39233310794508,8.041635687665341,0.3506974202797384,False,0.3339287690806448,0.586468567776979,7,,0,0,False,,,
Library 1,Bob:107,Carol:98,1660900481119000000,,megaloc,True,6.663327881514374,6.172402937242458,0.49092494427191635,False,0.3382852174960145,0.6155856497980517,21,,0,0,False,,,
Library 1,Bob:108,Carol:96,1660900482019000000,,mapclosures+megaloc,True,8.446127504964654,8.068649702812387,0.3774778021522671,False,0.33713771184810937,0.6014622258326564,10,,0,0,False,,,
Library 1,Bob:110,Carol:100,1660900483819000000,,mapclosures+megaloc,True,7.096358344685901,6.641152277156617,0.45520606752928394,False,0.3328331445644532,0.5922592259225923,6,,0,0,False,,,
Library 1,Bob:111,Carol:79,1660900484719000000,,mapclosures,True,28.388538555131586,28.299504266229345,0.08903428890224063,False,0.3478876978056014,0.4348469506970948,8,,0,0,False,,,
Library 1,Bob:113,Carol:105,1660900486519000000,,mapclosures+megaloc,True,6.441303708706381,5.858266776803733,0.5830369319026483,False,0.3326488747386973,0.5481502601753511,7,,0,0,False,,,
Library 1,Bob:114,Carol:105,1660900487419000000,,mapclosures+megaloc,True,6.71272896450782,6.183244931422758,0.5294840330850619,False,0.33682099743974664,0.5480789792572528,15,,0,0,False,,,
Library 1,Bob:116,Carol:98,1660900489219000000,,megaloc,True,13.687556100870376,13.48415347816993,0.2034026227004464,False,0.3342448781474237,0.5108893640611388,7,,0,0,False,,,
Library 1,Bob:117,Carol:106,1660900490119000000,,mapclosures+megaloc,True,7.714749302159581,7.2944410525300185,0.4203082496295627,False,0.33767254765670024,0.5070766227428014,8,,0,0,False,,,
Library 1,Bob:119,Carol:98,1660900491919000000,,megaloc,True,16.700957604539465,16.555787462712548,0.14517014182691668,False,0.33881530389909054,0.46020432406747447,8,,0,0,False,,,
Library 1,Bob:120,Carol:112,1660900492819000000,,mapclosures+megaloc,True,6.724852540011239,6.181514425842481,0.5433381141687574,False,0.33514926880465795,0.5277798718431964,6,,0,0,False,,,
Library 1,Bob:122,Carol:113,1660900494619000000,,mapclosures+megaloc,True,7.0786031246709085,6.514449973040702,0.5641531516302063,False,0.3380362553834374,0.5123889668069191,6,,0,0,False,,,
Library 1,Bob:123,Carol:113,1660900495519000000,,mapclosures+megaloc,True,7.486808371756746,6.960968640471433,0.5258397312853136,False,0.3365252352472169,0.5168302945301543,6,,0,0,False,,,
Library 1,Bob:125,Carol:113,1660900497319000000,,megaloc,True,8.653851510372455,8.235140082717939,0.4187114276545163,False,0.33843167893666526,0.5308555399719496,13,,0,0,False,,,
Library 1,Bob:126,Carol:118,1660900498219000000,,mapclosures+megaloc,True,6.828247860323226,6.264982931228339,0.5632649290948875,False,0.33672009040495604,0.5466337245213094,7,,0,0,False,,,
Library 1,Bob:128,Carol:120,1660900500019000000,,megaloc,True,6.77547768982505,6.213175777606523,0.5623019122185271,False,0.3364063865233682,0.5162196508594743,24,,0,0,False,,,
Library 1,Bob:129,Carol:118,1660900500919000000,,mapclosures+megaloc,True,8.066236620848668,7.625226753699542,0.44100986714912604,False,0.33300661934911024,0.5356530094022374,6,,0,0,False,,,
Library 1,Bob:131,Carol:123,1660900502619000000,,megaloc,True,6.752528279782144,6.187825297330913,0.5647029824512311,False,0.33960169226344844,0.546895042631857,18,,0,0,False,,,
Library 1,Bob:132,Carol:119,1660900503519000000,,mapclosures+megaloc,True,9.354224792737142,9.008573722508443,0.34565107022869945,False,0.34067985761376174,0.49465589155370177,6,,0,0,False,,,
Library 1,Bob:135,Carol:121,1660900506219000000,,mapclosures+megaloc,True,10.220095043444928,9.880319727704105,0.3397753157408232,False,0.3416288520114985,0.49897344648234326,6,,0,0,False,,,
Library 1,Bob:137,Carol:123,1660900508019000000,,megaloc,True,10.25854976134055,9.91978728278879,0.3387624785517609,False,0.34424111806700847,0.5221459292235721,15,,0,0,False,,,
Library 1,Bob:143,Carol:132,1660900513419000000,,megaloc,True,7.680704880219958,7.233914530552436,0.4467903496675216,False,0.34431311889787575,0.5415162454873647,24,,0,0,False,,,
Library 1,Bob:144,Carol:136,1660900514319000000,,mapclosures+megaloc,True,6.376033535262266,5.815814360879206,0.56021917438306,False,0.33863572137850434,0.5442031652557968,10,,0,0,False,,,
Library 1,Bob:150,Carol:139,1660900519719000000,,mapclosures+megaloc,True,7.5071864691460455,7.088911140890381,0.4182753282556648,False,0.34564945734218494,0.5335711454617519,11,,0,0,False,,,
Library 1,Bob:152,Carol:144,1660900521519000000,,megaloc,True,6.251869746771541,5.713052645849814,0.5388171009217269,False,0.3452394182061558,0.5242856018263402,15,,0,0,False,,,
Library 1,Bob:153,Carol:139,1660900522419000000,,mapclosures+megaloc,True,9.636722282245183,9.352431503735055,0.28429077851012785,False,0.3484924082707051,0.465953230281411,7,,0,0,False,,,
Library 1,Bob:158,Carol:150,1660900526919000000,,megaloc,True,5.681422607047864,5.13262155484349,0.5488010522043743,False,0.3469459564037285,0.5207667731629393,19,,0,0,False,,,
Library 1,Bob:159,Carol:151,1660900527819000000,,mapclosures+megaloc,True,5.569078061207684,5.0359329611221,0.5331451000855836,False,0.34299631078696596,0.5375027334353816,10,,0,0,False,,,
Library 1,Bob:161,Carol:150,1660900529619000000,,megaloc,True,6.743622577289993,6.346526209806366,0.397096367483627,False,0.34887176779980006,0.5102591409300674,22,,0,0,False,,,
Library 1,Bob:162,Carol:152,1660900530519000000,,mapclosures+megaloc,True,6.10151198785817,5.631659449134867,0.4698525387233028,False,0.34924351978310547,0.5257857142857143,8,,0,0,False,,,
Library 1,Bob:164,Carol:153,1660900532319000000,,megaloc,True,6.667405465383963,6.207605429532381,0.4598000358515817,False,0.348945415582142,0.5015401464850434,20,,0,0,False,,,
Library 1,Bob:165,Carol:155,1660900533219000000,,mapclosures+megaloc,True,5.942910061334151,5.494197067864394,0.4487129934697567,False,0.3499639893128103,0.5126742712294043,8,,0,0,False,,,
Library 1,Bob:169,Carol:160,1660900536619000000,,mapclosures+megaloc,True,5.314613083686612,4.71453379155063,0.6000792921359821,False,0.34100939853691825,0.591583360206385,6,,0,0,False,,,
Library 1,Bob:181,Carol:171,1660900546319000000,,mapclosures+megaloc,True,0.7234309213448366,0.4551932929212299,0.26823762842360666,False,0.3423822150682679,0.5768838757899029,17,,0,0,False,,,
Library 1,Bob:181,Carol:172,1660900546319000000,,mapclosures+megaloc,True,1.6311842305425548,1.5361951800086855,0.0949890505338693,False,0.3459387991972484,0.565018752130924,10,,0,0,False,,,
Library 1,Bob:184,Carol:171,1660900548919000000,,mapclosures,True,2.8291837436040956,2.760363231649133,0.06882051195496253,False,0.34517324669218774,0.5688659373513624,15,,0,0,False,,,
Library 1,Bob:184,Carol:176,1660900548919000000,,mapclosures+megaloc,True,2.8602922478479895,2.689992065049547,0.17030018279844272,False,0.3423790468220235,0.5992782288847248,13,,0,0,False,,,
Library 1,Bob:187,Carol:177,1660900551620000000,,mapclosures+megaloc,True,1.513434824322182,0.9652116736983871,0.5482231506237949,False,0.34521587780999186,0.5891960687265785,16,,0,0,False,,,
Library 1,Bob:187,Carol:179,1660900551620000000,,mapclosures+megaloc,True,2.939902361706021,2.67143163852441,0.26847072318161125,False,0.34760344381747144,0.5654422837687422,16,,0,0,False,,,
Library 1,Bob:189,Carol:177,1660900553920000000,,mapclosures,True,2.3364728574892233,1.967992017319856,0.36848084016936733,False,0.33649353229431844,0.5891960687265785,13,,0,0,False,,,
Library 1,Bob:189,Carol:180,1660900553920000000,,mapclosures+megaloc,True,2.1931349506940796,1.7505776059505573,0.44255734474352226,False,0.3393982465891638,0.5891290111329404,9,,0,0,False,,,
Library 1,Bob:192,Carol:183,1660900556420000000,1660900554429000000,mapclosures,True,2.0292405951849335,2.0072504646321128,0.02199013055282073,False,0.32772312479730586,0.6432868381040524,10,,4,0,True,False,0.042119682919566276,0.1643874920799198
Library 1,Bob:192,Carol:185,1660900556420000000,,megaloc,True,3.822362818621593,3.8963462028613574,0.07398338423976414,False,0.3245736785909359,0.6461460002914178,22,,0,0,False,,,
Library 1,Bob:195,Carol:185,1660900559020000000,,mapclosures+megaloc,True,0.7687080996814173,1.123760345365182,0.3550522456837648,False,0.322351553387545,0.7058866384962844,10,,0,0,False,,,
Library 1,Bob:195,Carol:186,1660900559020000000,,mapclosures+megaloc,True,1.4312196899975573,1.6438787911667314,0.21265910116917408,False,0.32506020150008613,0.7084222140492829,19,,0,0,False,,,
Library 1,Bob:196,Carol:190,1660900559720000000,1660900559729000000,mapclosures,True,4.307210160389138,4.2068023870305895,0.10040777335854845,False,0.3374688987369337,0.6876480541455161,7,,6,0,True,False,0.042412184009640294,0.2285246181305321
Library 1,Bob:198,Carol:183,1660900561520000000,1660900554429000000,mapclosures+megaloc,True,4.074075772860655,4.224973016765267,0.15089724390461168,False,0.33328511199153693,0.5804852250942024,9,,5,0,True,False,0.06298607003304546,0.18104992386796234
Library 1,Bob:198,Carol:189,1660900561520000000,,mapclosures,True,1.8534834060870256,1.4484728329056504,0.4050105731813751,False,0.32743228065211655,0.6979531925303759,12,,0,0,False,,,
Library 1,Bob:200,Carol:194,1660900563220000000,1660900563429000000,mapclosures,True,5.5424196419497465,5.113189770121328,0.42922987182841865,False,0.3274895888761163,0.5958260636156221,6,,9,0,True,False,0.06585664352097728,0.17411197804043624
Library 1,Bob:200,Carol:197,1660900563220000000,1660900566129000000,mapclosures,True,8.0947047530623,7.794766363453049,0.29993838960925157,False,0.34002012370339296,0.5749961342198856,6,,9,0,True,False,0.08840049350968804,0.16758858868477902
Library 1,Bob:201,Carol:185,1660900564020000000,,megaloc,True,5.383055530912401,5.271627205119621,0.1114283257927795,False,0.34335181112656493,0.4973772402739327,14,,0,0,False,,,
Library 1,Bob:201,Carol:192,1660900564020000000,1660900561529000000,mapclosures,True,3.7304000426443604,3.146213076395332,0.5841869662490282,False,0.3355711930142653,0.6324371090110475,7,,7,0,True,False,0.04423996549769222,0.20163302153189006
Library 1,Bob:204,Carol:185,1660900566720000000,,megaloc,True,8.590827895000142,8.520038517898524,0.07078937710161881,False,0.3166201399676337,0.44069648841614456,8,,0,0,False,,,
Library 1,Bob:205,Carol:193,1660900567620000000,1660900562529000000,mapclosures+megaloc,True,4.345329258851846,3.880608899529099,0.46472035932274736,False,0.31012212681280243,0.593256338776052,7,,8,0,True,False,0.0510065443633999,0.22529190315777686
Library 1,Bob:208,Carol:203,1660900570320000000,1660900571929000000,megaloc,True,6.379924820883977,6.050301636387991,0.3296231844959854,False,0.34090588420525214,0.636198390028564,15,,13,0,True,False,0.05548707437184661,0.1892177179992058
Library 1,Bob:208,Carol:206,1660900570320000000,1660900574729000000,megaloc,True,9.06479375542483,8.78147335385213,0.2833204015727002,False,0.3390782046241696,0.5876761981474024,11,,11,0,True,False,0.07260974666118192,0.16758858868477902
Library 1,Bob:209,Carol:207,1660900571220000000,1660900575629000000,mapclosures,True,9.00916434947676,8.713870217896421,0.2952941315803397,False,0.3379979896754588,0.5749746311763329,7,,11,0,True,False,0.05989732755722857,0.182520329041091
Library 1,Bob:210,Carol:199,1660900572120000000,1660900568029000000,mapclosures,True,4.2136964673219,3.698388275157192,0.5153081921647078,False,0.31845870350112715,0.6241846462619167,7,,13,0,True,False,0.087844128011296,0.22619256778126745
Library 1,Bob:210,Carol:204,1660900572120000000,1660900572829000000,mapclosures,True,5.580434557749256,5.143922959534523,0.4365115982147332,False,0.33940962178523015,0.636494010460604,8,,12,0,True,False,0.05539610218516511,0.11764749321218279
Library 1,Bob:213,Carol:203,1660900574720000000,1660900571929000000,mapclosures,True,4.090665282813483,3.517392045609162,0.5732732372043214,False,0.31859047392810075,0.6594823855275685,6,,11,0,True,False,0.06751563787321854,0.17936534954844
Library 1,Bob:215,Carol:207,1660900576520000000,1660900575629000000,megaloc,True,4.320822491889915,3.689862631212345,0.6309598606775704,False,0.31646868191617245,0.6495199437982984,20,,11,0,True,False,0.0521666410957503,0.13570290064437004
Library 1,Bob:215,Carol:209,1660900576520000000,1660900577429000000,megaloc,True,5.402165798917957,4.961099308338542,0.4410664905794146,False,0.33847404551377325,0.629812813879166,27,,11,0,True,False,0.05267906350937954,0.15979684362244376
Library 1,Bob:215,Carol:211,1660900576520000000,1660900579229000000,mapclosures,True,6.931449198622434,6.6007804473572635,0.33066875126517026,False,0.3352742282144149,0.5764642447934218,6,,10,0,True,False,0.04113287897936084,0.11390747597189091
Library 1,Bob:216,Carol:206,1660900577420000000,1660900574729000000,mapclosures,True,4.022003759340954,3.386467145140426,0.6355366142005283,False,0.314775174053751,0.6563834071687474,9,,11,0,True,False,0.06984955275207902,0.23637927184436477
Library 1,Bob:218,Carol:207,1660900579220000000,1660900575629000000,megaloc,True,4.227149504048392,3.7404888313522013,0.48666067269619084,False,0.3142582122525189,0.6568573881820311,10,,11,0,True,False,0.05267906350937954,0.15979684362244376
Library 1,Bob:220,Carol:210,1660900581020000000,,mapclosures,True,4.047838942827494,3.520585281044649,0.5272536617828449,False,0.32822512922299,0.6378055878928988,6,,0,0,False,,,
